,BILL_NO,BILL_ID,PUBL_PROPOSER,BILL_NAME,DESCRIPTION,LINK_URL,VOTE_DATE,VOTE_RESULT,RST_PROPOSER
147,2102030,PRC_H2X0E0L7B1Z6T1I3B5Y6J3Q5B6Z0K3,"김상훈,김영식,박성중,윤한홍,이종배,정동만,지성호,추경호,홍문표",경륜·경정법 일부개정법률안," 제안이유 및 주요내용 현행법은 미성년자에게는 승자투표권을 구매ㆍ주선하거나 양도할 수 없도록 하고 있고, 이를 위반하는 경우에는 1년 이하의 징역이나 1천만원 이하의 벌금에 처하도록 하고 있으나, 현행법의 목적 조항에는 청소년의 건전 육성을 도모한다는 내용도 규정되어 있음. 그런데 최근 청소년의 도박문제가 사회적 문제로 대두되고 있고, 「청소년 보호법」에서는 청소년이 사행행위 환경에 노출되는 것을 방지하기 위하여 경륜ㆍ경정이 개최되는 날의 경우의 장외매장을 청소년 출입ㆍ고용금지업소로 규정하고 있음에 따라 경륜ㆍ경정의 공정한 시행에 관한 사항을 규정하고 있는 현행법의 전반적인 내용과 목적 조항에 규정된 ‘청소년의 건전 육성’에 관한 내용이 부합되지 않는다는 지적이 있음. 이에 현행법의 목적에서 ‘청소년의 건전 육성’에 관한 문구를 삭제하려는 것임(안 제1조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2X0E0L7B1Z6T1I3B5Y6J3Q5B6Z0K3,2020-11-19,수정가결,조경태
148,2102058,ARC_Q2V0J0S7V1E6Y1V6Y4B0I5A4V0C0S9,,하천법 일부개정법률안," 제안이유 및 주요내용 국민생활 및 기업활동과 밀접하게 관련되어 있는 인가 및 신고 민원의 처리절차를 법령에서 명확하게 규정함으로써 관련 민원의 투명하고 신속한 처리와 일선 행정기관의 적극행정을 유도하기 위하여, 이 법에 따른 허가 또는 승인으로 발생한 권리·의무의 승계신고를 받은 경우에는 7일 이내에 신고수리 여부를 신고인에게 통지하도록 하고, 그 기간 내에 신고수리 여부나 처리기간의 연장을 통지하지 아니한 경우에는 신고수리를 한 것으로 간주(看做)하는 제도를 도입하며, 하천공사실시계획 인가의 신청을 받거나 일시적인 하천수의 사용신고 등을 받은 경우 일정 기간 내에 인가 또는 신고수리 여부를 신청인에게 통지하도록 하고, 그 기간 내에 인가 또는 신고수리 여부나 처리기간의 연장을 통지하지 아니한 경우에는 인가 또는 신고수리를 한 것으로 간주하는 제도를 도입하려는 것임. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_Q2V0J0S7V1E6Y1V6Y4B0I5A4V0C0S9,2020-12-01,수정가결,정부
149,2102061,ARC_E2S0C0U7O1Z6K1A6B4J6V3X9B5O9U0,,항공·철도 사고조사에 관한 법률 일부개정법률안," 제안이유 및 주요내용 항공ㆍ철도사고 등과 관계가 있는 자료의 제출을 정당한 사유 없이 기피 또는 지연시키는 등 다수의 법령 위반행위에 대한 과태료 상한액을 1천만원으로 단일하게 정하던 것을, 앞으로는 가벌성이 유사한 행위별로 과태료 상한액을 각각 1천만원, 500만원 및 100만원으로 세분화함으로써 유사 위반행위 간 과도한 편차 발생 가능성을 막고 책임의 정도에 비례하는 제재를 부과하여 과태료 부과의 실효성을 높이려는 것임. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_E2S0C0U7O1Z6K1A6B4J6V3X9B5O9U0,2021-04-29,수정가결,정부
150,2102062,PRC_O2R0W0R7Y1D6X1B6V5D7A3S1Y3C1C2,"김남국,김수흥,김영호,윤미향,이상민,이상직,임오경,진선미,한병도,황운하",한국환경공단법 일부개정법률안," 제안이유 및 주요내용 「국가공무원법」은 공무원 임용 후 파산선고를 받아 결격사유에 해당하게 된 때에는 면책불허가 결정 등이 확정된 경우에만, 금고 이상의 형의 선고유예를 받아 결격사유에 해당하게 된 때에는 뇌물죄ㆍ횡령죄 등 직무 관련 범죄 및 성폭력범죄로 금고 이상의 형의 선고유예를 받은 경우에만 당연퇴직하도록 규정하고 있음. 그러나 현행법은 공무원 임용결격사유에 해당하거나 「공공기관의 운영에 관한 법률」에 따라 해임된 후 3년이 지나지 아니한 경우를 한국환경공단 임원의 결격사유로 규정하면서 임명 후 결격사유에 해당하게 되거나 임명 당시 결격사유에 해당한 것으로 밝혀졌을 때에는 당연퇴직한다고 규정하고 있음. 이에 파산선고 후 면책결정 등에 따라 복권될 수 있음에도 임원의 면책결정을 기다리지 않은 채 파산선고를 받은 때에, 모든 종류의 범죄에 대해 금고 이상의 형의 선고유예를 받은 때에 각각 당연퇴직한다고 규정하고 있어서, 임원에게 공무원보다 엄격하게 당연퇴직사유를 적용하는 것은 직업의 자유를 과도하게 제한하는 측면이 있음. 따라서 임명 후 파산선고를 받거나 금고 이상의 형의 선고유예를 받은 임원의 당연퇴직에 관해서 「국가공무원법」의 당연퇴직규정과 같은 수준으로 정비하여 임원의 기본권을 보호하되, 「공공기관의 운영에 관한 법률」의 관련 규정과 연계하는 방식으로 현행법을 개선하려는 것임(안 제10조). 그 밖에 관련 법률의 개정 등에 따른 한국환경공단 사업의 변동을 법에 반영하여 사업 추진의 법적 근거를 마련하는 등 현행법을 개선ㆍ보완하려는 것임(안 제17조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2R0W0R7Y1D6X1B6V5D7A3S1Y3C1C2,2020-12-09,원안가결,장철민
151,2102074,PRC_I2R0D0U7K1P7W0T9H4Z6L3D4W6I0L8,"기동민,김상희,김수흥,남인순,박영순,양정숙,이학영,인재근,임호선,홍성국,황운하",신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안," 제안이유 및 주요내용 현행법에서는 국가가 도시기능 활성화를 위하여 필요하다고 인정하는 경우 예정지역에 입주하는 국제기구에 부지의 매입 및 시설의 건축에 드는 비용을 지원할 수 있도록 하고 있음. 이와 관련하여, 국내에 있는 대다수의 국제기구가 기존 건물을 임차하여 사용 중인 점을 고려할 때 부지매입비와 건축비를 지원하는 현행의 방식은 그 실효성이 낮은 상황이므로, 행정중심복합도시가 국제적 도시로서의 위상을 확보할 수 있도록 국제기구의 유치에 필요한 실효성 있는 지원방안을 마련하여야 한다는 의견이 제시되고 있음. 이에 국가가 예정지역에 입주하는 국제기구에 대하여 시설의 임차 및 그 운영에 필요한 비용을 추가로 지원할 수 있도록 함으로써 행정중심복합도시가 복합형 자족도시로서의 특성이 구현될 수 있는 기반을 조성하려는 것임(안 제63조의8제1항 후단 신설 등). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2R0D0U7K1P7W0T9H4Z6L3D4W6I0L8,2020-12-09,원안가결,강준현
152,2102078,PRC_A2V0G0A7T1L7R1R0Y0P9X3B3L0B1F7,"강병원,김경만,김병욱,김회재,박성준,박정,양정숙,윤재갑,이수진,전혜숙,최종윤",신용협동조합법 일부개정법률안," 제안이유 「신용협동조합법」 제27조의2제2항부터 제4항은 신용협동조합의 임원 선거운동의 방식, 선거운동 기간 등을 정하고 있는데 구체적 사항들을 신용협동조합의 정관으로 위임하고 있음. 한편, 위 규정들을 위반한 경우 「신용협동조합법」 제99조에 따라 1년 이하의 징역 또는 1천만원 이하의 벌금으로 처벌받을 수 있음. 동 조항들은 신용협동조합의 임원 선거에 있어서 구체적으로 허용되는 선거운동의 기간 및 방법을 시행령이나 시행세칙이 아닌 정관에 맡기고 있어 정관으로 정하기만 하면 임원 선거운동의 기간 및 방법에 관한 추가적인 규제를 설정할 수 있도록 열어두고 있어, 범죄와 형벌에 관하여 입법부가 제정한 형식적 의미의 법률로 정하여야 한다는 죄형법정주의를 위반하고 있음. 따라서 신용협동조합의 임원 선거운동의 기간에 대한 예외를 정관에서 정할 수 있도록 한 부분을 삭제할 필요가 있으며, 선거운동의 방법 역시 정관이 아닌 총리령으로 구체화할 필요가 있음. 주요내용 가. 신용협동조합 임원의 선거운동기간을 정관으로 탄력적으로 정할 수 있도록 하는 부분을 삭제하여, 후보자등록마감일의 다음날부터 선거일 전일까지로 선거운동기간을 명확히 함(안 제27조의2제3항). 나. 제2항에 따른 신용협동조합 임원의 선거운동방법을 총리령으로 구체화하도록 함(안 제27조의2제4항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2V0G0A7T1L7R1R0Y0P9X3B3L0B1F7,2020-12-02,수정가결,유동수
153,2102097,PRC_D2S0C0F7I1C7V1H1S4T2M2B2G8W6R3,"권명호,김용판,김희국,백종헌,서일준,유경준,이종성,정운천,지성호",한국마사회법 일부개정법률안," 제안이유 및 주요내용 현행법은 한국마사회 특별적립금의 용도를 농어업인자녀와 농어업인후계인력 장학사업, 농업·농촌에 대한 이해증진과 농축산물 소비촉진사업, 자유무역협정 이행에 대한 농어업인의 지원 및 그 밖에 농어촌사회 복지증진 사업으로 규정하고 있음. 그런데 ‘농업·농촌’ 외에 ‘어업·어촌’ 역시 특별적립금에 의한 지원대상이 되고 있음에도 불구하고 이해증진 사업 및 소비촉진 사업의 경우에는 ‘농업·농촌’에 대해서만 실시하도록 하고 있어 ‘어업·어촌’이 그 지원대상에서 제외되고 있는 것은 합리적인 이유가 없다고 보는 지적이 있음. 이에 특별적립금 용도에 ‘어업·어촌에 대한 이해증진’ 및 ‘수산물 소비촉진’ 사업을 추가하려는 것임(안 제36조제13호 및 제42조제4항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2S0C0F7I1C7V1H1S4T2M2B2G8W6R3,2020-12-01,수정가결,정점식
154,2102108,ARC_B2N0J0O7S1P7F1D4M4C3B3H6H9L7F7,,한국전통문화대학교 설치법 일부개정법률안," 제안이유 및 주요내용 시간강사의 고용안정과 신분보장을 강화하기 위하여 대학 등에 두는 시간강사의 명칭을 강사로 변경하고, 교원에 강사를 포함하는 등의 내용으로 「고등교육법」이 개정됨에 따라 한국전통문화대학교에 두는 시간강사의 명칭을 강사로 변경하고, 교원에 교수ㆍ부교수ㆍ조교수 외에 강사를 포함하려는 것임. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_B2N0J0O7S1P7F1D4M4C3B3H6H9L7F7,2020-11-19,원안가결,정부
155,2102111,PRC_X2L0X0R7D1F7E1W4E5S3H5U7A2U4L1,"김영주,김진표,문정복,박영순,오영환,임종성,장철민,조오섭,한준호",대도시권 광역교통 관리에 관한 특별법 일부개정법률안, 제안이유 및 주요내용 수도권의 교통수단별 수송분담현황을 보면 서울은 철도 이용률이 20% 이상으로 비교적 철도 이용률이 높지만 경기-인천의 경우 10% 미만에 그치고 있습니다. 그 이유는 철도역을 중심으로 한 환승체계가 제대로 마련되지 않았기 때문이라는 지적이 있습니다. 수도권을 비롯한 대도시권에서는 일반철도도 광역철도와 동일하게 광역 교통수요를 처리하고 있으므로 일반철도역에 환승을 위한 주차장 건설과 지원이 이루어지면 철도 이용률을 높여 국민들이 보다 편리하게 대중교통을 이용하는 환경을 만들 수 있습니다. 하지만 현행법은 지방광역교통시설 특별회계에서 예산을 지원할 수 있는 주차장 시설을 광역철도역 인근에 설치되는 주차장에만 한정하고 있어 일반철도역 인근에 설치하는 주차장에 대해서는 예산지원이 어려운 실정입니다. 이에 지방광역교통시설 특별회계 지원 범위를 일반철도역 인근에 설치하는 주차장까지 확대하여 철도역의 환승 기능을 강화하려는 것입니다(안 제11조의6제3항제4호 신설). ,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2L0X0R7D1F7E1W4E5S3H5U7A2U4L1,2020-12-01,수정가결,조응천
156,2102116,PRC_X2A0C0B7F1D7P1V5G1L1I2R8A7N6C0,"김경만,김남국,박주민,서삼석,신동근,오영환,이원택,전용기,전혜숙,정청래,허영",공동주택관리법 일부개정법률안," 제안이유 최근 공동주택 시공결함에 대한 관리 강화로 주요 구조부의 시공품질은 다소 개선되고 있으나, 입주자의 주거생활과 직결되는 도배·타일·주방기구공사 등 마감공사의 하자는 여전히 높은 수준임. 이와 관련하여 사업주체와 입주자 간 하자담보책임 및 하자보수에 대한 분쟁을 조정하기 위하여 국토교통부에 하자분쟁조정위원회를 두고 있으나, 한 쪽 당사자가 조정을 거부할 경우 하자분쟁이 장기화됨에 따라 신속한 권리구제에 어려움이 있어 실효성 있는 대책마련이 절실한 상황임. 이에 하자관리체계를 구축하기 위하여 관리주체가 하자청구내역을 의무적으로 보관하고, 하자분쟁조정위원회가 하자판정 결정을 지방자치단체와 공유할 수 있도록 하며, 하자분쟁조정위원회에 조정제도보다 신속한 권리구제가 가능한 재정(裁定)기능을 신설하는 등 하자 분쟁을 신속히 해결할 수 있는 기반을 마련함으로써 입주자의 권리가 적극적으로 보호될 수 있도록 하려는 것임. 주요내용 가. 사업주체가 청구된 하자를 보수 또는 하자에 대한 손해배상책임을 지거나 보증기관 등이 하자보수보증금을 예치·사용하기 위하여 하자보수를 조사 또는 비용을 산정할 경우 그 기준은 하자분쟁위원회에 적용되는 주택품질 및 하자판정기준을 준용하도록 함(안 제37조제3항 및 제38조제4항 신설). 나. 하자보수청구에 관하여 입주자 등을 대행하는 관리주체는 하자보수청구 서류 등을 보관하고, 입주자 등이 그 서류 등의 제공을요구하는 경우 이를 제공하도록 함(안 제38조의2 신설). 다. 하자분쟁조정위원회에 조정보다 신속한 권리구제가 가능한 재정기능을 신설하고, 재정을 전문적으로 다루는 분과위원회를 두도록 함(안 제39조제2항, 제44조의2 신설). 라. 하자 여부 판정 결과에 따라 하자를 보수한 사업주체는 그 결과를 등록하고, 하자분쟁조정위원회는 사업주체가 등록한 하자 보수 결과 등을 시장·군수·구청장에게 통보할 수 있도록 함(안 제43조제3항 및 제9항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2A0C0B7F1D7P1V5G1L1I2R8A7N6C0,2020-11-19,수정가결,장경태
